,difference
43426245,2.165418260112432
43426246,-6.162583901272228
43426247,
43426248,4.378518016679664
43426249,-0.7938004853772753
36958584,-7.088570328116759
36958585,-4.0569778590215435
36958586,-6.03828797194538
36958587,1.5573440676822372
36958588,-10.238891419422089
36958589,1.785306362939565
36958590,-4.576105989657606
36958591,
36958592,-3.3868634489818135
36958593,-5.374664185427207
36979232,0.37102886914398026
36979233,
36979234,0.6108982035557871
36979235,0.3712005805894072
36979236,0.4438218195781718
36979237,1.2499143572402431
36979238,0.37107582166993414
36979239,0.37147474365179756
36979240,1.2498228610301587
36983228,-3.0552309000744913
36983229,-0.8962400474282219
36983230,-0.941226536245523
36983231,-0.7181140887552715
36983232,
36983233,-1.9721144087787934
36983234,-1.9918000119588157
36983235,-1.4090122817036104
36983236,0.5424275571045882
36984630,-0.00828251127310864
36984631,-0.008451440686712886
36984632,-0.007275225904351146
36984633,-1.052787232662041
36984634,
36984635,0.01071067034760631
36984636,0.9680648813906885
36984637,1.1812488458194252
36984638,1.9943124348312438
36984639,0.7226525263088206
43420718,1.838706561056739
43420719,-1.0371403109294874
43420720,-2.191107516407243
43420721,0.14018237221347363
43420722,-2.2922700505513944
43420723,-1.0500419083750785
43420724,-2.6742499605540786
43420725,1.8876103787108889
43420726,-1.5616212831748442
43420727,
36979715,-3.5050943576472946
36979716,-1.2520667517375728
36979717,-1.1713923138273685
36979718,-6.837302344308853
36979719,-2.3863092709454463
36979720,-3.505861094458737
36979721,-4.492981141128894
36979722,
36979723,-1.0096076237720126
36994743,0.31829651439730355
36994744,
36994745,-7.173130433358551
36994746,-5.209005056945699
36994747,-3.827503248459408
36994748,-5.437681490599488
36994749,-1.4379786123284362
36994750,-1.983212364040213
36994751,-5.2093936625853985
36994752,-3.0356698471751713
43425116,-2.9887444587294
43425117,-3.644655912007778
43425118,-2.392291361368592
43425119,
43425120,1.8603159175349617
43425121,-2.960509818096142
43425122,-3.4521811997656187
43425123,-2.8146012561246607
43425124,-3.6506301858929078
43429086,-2.2540890211432227
43429087,-3.841084857427237
43429088,-1.4788100741968684
43429089,-1.0075147879956
43429090,-3.7273894556438627
43429091,-3.840931100631934
43429092,-3.7881119778946797
43429093,-5.083715912448522
43429094,
43429095,-5.039835703902586
43427319,1.9271202757421406
43427320,
43427321,-1.2433156879672254
43427322,-0.8370534562185128
43427323,-0.7603268113589365
43427324,0.0005388681576619092
43427325,0.7878018025461415
43427326,0.003715393444338133
43427327,1.3825314143514333
43424141,-0.17100210307626185
43424142,0.768369805280031
43424143,
43424144,-2.606952929647804
43424145,-2.8266915311888283
43424146,-1.6058723656092866
43424147,-0.07758243825131217
43424148,-0.27003501807257635
37022333,0.7211082156325119
37022334,-0.8952468124154578
37022335,-4.030712033262425
37022336,0.26447910098926997
37022337,
37022338,-1.4127809253488621
37022339,-0.5069447901232778
37022340,0.2652339141991149
37022341,-4.030628778716078
37022342,-0.8021804475420709
36965491,-0.6745495269855439
36965492,
36965493,-1.6389852217594694
36965494,-1.1307740713321266
36965495,-2.305639102058464
36965496,-0.934202309250125
36965497,-1.8903139862380698
36965498,-0.05056762663086545
36965499,-1.452471556432613
36972770,-0.5042345062228364
36972771,-1.9286663538935471
36972772,-8.331970142833178
36972773,-0.17464312035746588
36972774,-1.735437061328028
36972775,1.3403426258923687
36972776,0.5546248287764541
36972777,
36972778,-1.7354883529817329
36966865,4.412367870550732
36966866,
36966867,2.2732941370939486
36966868,-1.0707505975897007
36966869,2.5662311500350583
36966870,0.15804868880294265
36966871,2.3648803221291175
36966872,1.7881697202029514
36966873,-1.1036288291645278
36966874,1.7077256410069523
43419135,
43419136,-1.340761112152805
43419137,-5.8719146324161215
43419138,3.5537086727895257
43419139,-0.6861313517082834
43419140,2.3526934032634728
43419141,3.0590560648580123
43419142,-1.3130349600181148
43419143,2.9967362816014145
43419144,-1.4795613884440968
43427011,-4.270965534744896
43427012,-9.170407287737042
43427013,-10.072872306777672
43427014,-7.932957732310754
43427015,
43427016,-17.060804093418266
43427017,-5.393642221459423
36969298,-1.0778196029387868
36969299,-16.905765048506563
36969300,-2.0436356629391987
36969301,-0.09161111315921033
36969302,-5.000993492056402
36969303,
36969304,-16.28403697455608
43425752,-8.979004581796065
43425753,-3.928516755500013
43425754,-15.114627440782783
43425755,
43425756,-10.434841535506038
43425757,-10.549319282499727
43425758,0.3641716427536785
43432052,
43432053,0.09283888560723597
36963031,3.646727120266938
36963032,2.615642856583932
36963033,
36963034,2.202024279710912
36963035,1.4270199213316062
36963036,2.1508335174265483
36963037,0.7514692913383882
36963038,-7.443252028326498
36963039,2.1199280270852867
36975334,1.76224987912164
36975335,-3.970223424701004
36975336,-2.0227351527169333
36975337,-10.13562328772315
36975338,-1.267982000325361
36975339,-7.3479477650892875
36975340,-3.121808376865573
36975341,
43429402,-2.914786758513202
43429403,-4.2445165010100965
43429404,-3.6896711586862523
43429405,-4.240499183494251
43429406,
43429407,-5.007505143655351
43429408,-3.9459647525675194
43429409,-4.735450574355042
43429410,-3.976559678545982
43429411,-3.3563889961495903
43430512,
43430517,-4.322820734592895
43430518,-4.002226155800557
43432174,
43432181,5.518120647103892
43428151,1.0595888419915127
43428152,2.5344956597752315
43428153,0.7093209766019655
43428154,-2.5333046042231118
43428155,3.267003845576724
43428156,2.3274484302632956
43428157,-3.0355937819514835
43428158,-1.158608865116939
43428159,3.4334486154931767
43428160,
36973264,-2.7857928539545753
36973265,-0.0450557619441696
36973266,-2.3787398883625315
36973267,-2.8605105927254115
36973268,-2.9005955970772845
36973269,-2.3896474080726477
36973270,
36973271,-2.317796105185593
36973272,0.3038487291662051
43422187,-1.4317849477872358
43422188,-3.2040776596278278
43422189,-4.2502351557664895
43422190,-0.5241363475061576
43422191,-4.3350775232658805
43422192,-2.83945433126037
43422193,
43422194,-3.3565362434547836
43422195,-1.5298704261950604
36996281,-3.1096536513533124
36996282,-0.9826914998519385
36996283,
36996284,-1.7619170653970002
36996285,-2.1824986644726607
36996286,-0.32079982861236545
36996287,-2.199177247326901
36996288,-0.8447950836349776
36996289,-2.1600759738655313
36996290,-2.6516406079820456
36955470,0.5409527665676492
36955471,-0.8665445064168864
36955472,-2.3494474287927396
36955473,
36955474,-1.7839523034878582
36955475,-0.6258871950711296
36955476,0.7595966409892689
36955477,-1.6661605129120467
36955478,-0.5517314629413796
36963586,-0.9341808097549347
36963587,3.5242168963155294
36963588,-5.562821910212975
36963589,
36963590,-7.713786561831029
36963591,-4.002030050184871
36963592,-5.279431603327865
36963593,-3.555060475848265
36963594,-3.6302937673772533
36963595,-0.8201318650423985
43421333,-0.09184181239459122
43421334,
43421335,-0.34057703795011207
43421336,3.208547762460995
43421337,4.143062146152744
43421338,-0.5895829773578498
43421339,2.6527841655739905
43421340,-0.451422908793802
43421341,2.5698678579108503
43421342,1.7059657677766893
43430746,-0.7310933912919495
43430747,-4.843533123414261
43430748,-0.5165675121294839
43430750,-1.4587120221713121
43430753,-4.635985114680238
43430754,
43432197,-1.6891801413460712
43432198,
36962966,-4.455870053159138
36962967,
36962968,2.257786218242334
36962969,-1.1073988572412006
36962970,-1.380987524509564
36962971,-0.6888593470826656
36962972,-1.462772676912067
36962973,-0.984530954818176
36962974,-3.833083800824525
36962975,-2.5406759201407283
36975744,
36975745,1.1604171702165154
36975746,2.1151430498676156
36975747,0.5736599747788915
36975748,-0.2746009727085017
36975749,1.6853145375037144
36975750,0.6294811626824242
36975751,-0.9718020725390311
36975752,1.1166793703287752
36962976,1.97260669954359
36962977,-0.1710535425292221
36962978,3.7290512223886125
36962979,1.6725005765806777
36962980,4.245287031176073
36962981,
36962982,1.7387345468422026
36962983,3.7070303398458364
36962984,2.7119355617326306
36960576,-1.0412400613200448
36960577,-2.3265673356080065
36960578,
36960579,0.11675917908139777
36960580,-0.9345960921926576
36960581,-0.21157272812081662
36960582,0.16350557409396327
36960583,3.040165212973375
36960584,-3.201490519395718
36973543,4.606022884210461
36973544,-0.005632774611896707
36973545,-0.7546151872081452
36973546,4.51280079371648
36973547,3.434720805404922
36973548,-5.251608666766586
36973549,
36973550,7.119775690570151
36973551,1.7539749790696533
36973552,-1.6434048242463462
36998202,0.36261581449788594
36998203,-2.2873210621051783
36998204,-4.40524370780939
36998205,-2.7596066813823796
36998206,-2.5678650847398217
36998207,-3.5809741229209777
36998208,
36997291,1.1427498915506646
36997292,0.856122257634027
36997293,1.6225660862932045
36997294,0.4610463391596369
36997295,0.0631556413652774
36997296,2.640233710283283
36997297,
36993604,-0.5321334722196269
36993605,-1.6484206691817462
36993606,-0.5639900263676765
36993607,-1.7998099456669223
36993608,-2.2029061941017574
36993609,0.24607513755464083
36993610,
36993611,-2.396564450785874
36993612,-1.7510864577507022
36993613,-1.6020083479389342
36964328,5.629829246918547
36964329,3.1103133308262088
36964330,
36964331,3.401656548849246
36964332,5.074115572218368
36964333,0.7820934998543123
36964334,2.4820222259200264
36964335,5.243276425245504
36989861,-0.13297065677345188
36989862,-1.5922141701428032
36989863,-1.0486371125937097
36989864,-2.2074954101938076
36989865,0.34246333048346855
36989866,-0.34535170699111717
36989867,-0.7214087341296178
36989868,
36972274,-0.3784327918342907
36972275,-1.4306701051469242
36972276,-0.9248942472506023
36972277,
36972278,-2.8377094908837
36972279,-2.3516341123189246
36972280,-8.68305816776882e-05
36990351,-2.82652296726053
36990352,0.19089301115806734
36990353,-3.3731530972711994
36990354,1.160679939633269
36990355,0.6146046142216193
36990356,1.0940913353472723
36990357,0.522151487496032
36990358,0.1546587103455579
36990359,
43425759,4.916321164518337
43425760,0.4804509941498907
43425761,1.7388667693437014
43425762,4.550191598065652
43425763,
43425764,3.3230279180978357
43425765,-1.0903700599754416
43425766,1.2312540406596781
43425767,4.980238827728215
43425768,4.965305217394047
36965132,-6.359465845675416
36965133,-3.0068391491931266
36965134,
36965135,-3.032432400547421
36965136,-0.1126475321953393
36965137,-0.9341818466850498
36965138,-3.1870183299722328
36965139,-4.7119617203768485
36965140,-3.5146776623218017
36990246,
36990247,1.0158991931488117
36990248,1.5286018569816235
36990249,0.2655783520868624
36990250,1.4472918787557205
36990251,1.285056311057673
36990252,0.9996709047626382
36990253,2.8702524506304883
36990254,1.9902344001903884
36963478,2.2932076408731206
36963479,0.19003119617609343
36963480,-0.945396408386685
36963481,-2.0425049761565646
36963482,-1.6058987062105672
36963483,-0.919244214472954
36963484,-0.098960368085244
36963485,1.218388233167147
36963486,
36963487,2.002074402604606
36997459,0.3211639219040734
36997460,1.1767240371489258
36997461,-2.5768936826057782
36997462,
36997463,3.116361710217543
36997464,2.8239274008225728
36997465,0.23491295100996012
36991749,
36991750,-3.8054180573378744
36991751,-1.6600052074725227
36991752,-1.7065137295724924
36991753,-0.6684076644677646
36991754,3.9271463306049554
36991755,3.4334286556752147
36991756,0.776175446857593
36991757,-0.08399756161014693
36991758,-1.4179559045983865
43428389,0.36363645907347575
43428390,-2.5562281756813405
43428391,-4.600820677657751
43428392,-5.048409014190753
43428393,-4.580976930051463
43428394,-2.679945422649567
43428395,
43428396,-4.337096342499109
43428397,-6.62697471655359
36995653,-0.21916085397630525
36995654,-1.604811809983289
36995655,
36995656,2.086240585928536
36995657,-4.440854878935269
36995658,1.4958688057766096
36995659,11.972958010260768
36995660,-0.46761614861968326
43421160,-4.80729247105328
43421161,
43421162,-5.965886375848168
43421163,-4.251716495304684
43421164,-6.776589122707573
43421165,-3.0683495488277437
43421166,-5.966196400836882
43421167,-9.342434210277048
43421868,-7.092086218958542
43421869,
43421870,-6.133196442834226
43421871,-4.7114544377189205
43421872,-7.633486770283142
43421873,-5.951452766949217
43421874,-3.7805872145404678
36965197,
36965198,1.8274915479935459
36965199,-0.8273273045845428
36965200,3.070131497962599
36965201,-0.8420105258017827
36965202,0.1282786965816598
36965203,7.906502737749918
36965204,4.601557107237724
43423515,0.3333024591862568
43423516,2.01386817334577
43423517,5.114502173347148
43423518,1.7189880479386943
43423519,
43423520,-1.0147422842574088
43423521,-1.6878652586397607
43423522,1.9336763228165523
43423523,0.29670245857084865
43423524,0.31753684625340384
43419930,-1.8625653968946665
43419931,-2.9380975393022766
43419932,-0.8202322596307852
43419933,-1.459997226745287
43419934,-1.1309324411070918
43419935,0.5443435420203002
43419936,
43419432,-5.076614221130896
43419433,-6.5668691054355435
43419434,-4.898172127963257
43419435,-4.033473022451474
43419436,-8.334859345054369
43419437,-10.329067507607405
43419438,-10.969506134657394
43419439,-8.803609841844327
43419440,
43419441,-6.674956310356208
43429911,5.327554251946651
43429912,
43429918,3.246944447826877
43421353,-5.121010204336677
43421354,-3.9239988189162034
43421355,-2.478405509268356
43421356,1.6611165405670079
43421357,-4.342971144299774
43421358,-3.883602539011534
43421359,
43421360,-4.141929154203197
43421361,-2.728579956962278
43421362,-0.08011710631824087
43422711,
43422712,-2.9265136042475675
43422713,-4.681088628273187
43422714,-2.441129332972274
43422715,-3.4194684152685255
43422716,1.7937785108741977
43422717,-2.806119895793408
43422718,1.5107466972569767
43422719,-3.750747121987395
43422720,-3.636752991525732
43430020,
43430021,-8.939668639490336
43430022,-4.994860160907919
43430024,-21.45397180212329
36996928,1.0682229263310816
36996929,5.3920252175319145
36996930,1.3686873433868634
36996931,1.4612846623535116
36996932,2.5782622640555513
36996933,
36996934,2.514003551435808
36996935,1.8409030055291549
36996936,2.899695047229306
36978540,2.3855373583423045
36978541,1.0212214864220854
36978542,-0.37958825398600027
36978543,-2.880528354668158
36978544,0.8587313753361343
36978545,-0.13002062549244897
36978546,3.773212743138558
36978547,1.5623217291497653
36978548,0.7541378763576176
36978549,
43423027,
43423028,0.700920667051264
43423029,-1.0551712058727674
43423030,-0.1868796666485082
43423031,-2.934947423409909
43423032,2.614212607265557
43423033,-0.8725491067904443
43423034,5.0998978319904325
43423035,0.06576981714559338
43423036,4.313777531842874
43430029,
43430033,5.054359405352788
36991082,0.8374758275469354
36991083,
36991084,-0.18049566696132047
36991085,-1.9740699018205774
36991086,-0.15142376058661
36991087,-0.044747733416087954
36991088,2.9093716687759184
36991089,-1.7223506008240648
36985282,0.6608824190886793
36985283,-1.3747729103909023
36985284,0.5222479974208198
36985285,3.638402220515715
36985286,-0.5841761854682659
36985287,
36985288,-2.297386038806536
36965905,-0.8662057541595125
36965906,-0.6848284729040728
36965907,0.19463856397110746
36965908,-2.8544041799427973
36965909,-0.48503309692616625
36965910,
36965911,-0.004196469373269451
36965912,-2.8001824744934964
36960765,-1.437361461372035
36960766,
36960767,-1.2181716427233553
36960768,-7.979773586316085
36960769,-1.0712146865086183
36960770,0.4271015568447325
36960771,-0.954070272938516
36960772,-0.9642219458827981
36958972,-2.8466450094110023
36958973,2.9868648049095405
36958974,-4.2272436695029185
36958975,
36958976,-4.227276290123333
36958977,-3.8855186393931405
36958978,2.9559523902860185
36958979,-1.7105457745857002
36958980,-0.20365675432504915
43429953,2.209847583390143
43429954,2.5428434598510705
43429956,
43429957,4.428281220882013
43429958,0.5904280911302493
37010906,-0.9549410894339263
37010907,-10.999901305743533
37010908,
37010909,-16.607725429899286
37010910,-12.534545748594876
37010911,-11.203009290880063
37010912,-12.680880779017672
37010913,-12.74323780118608
37011675,-5.875411785811565
37011676,-6.136361371604664
37011677,-1.0149452866008914
37011678,-5.260108646428989
37011679,-5.618903151678154
37011680,1.4458843902796445
37011681,
43426471,2.8952871301553387
43426472,1.077011957864073
43426473,3.4608675363984958
43426474,3.0243893689540897
43426475,1.0885104196133284
43426476,
43426477,2.9035625271176144
43426478,1.7572399629418385
43426479,0.4920546514815527
43428161,2.6897143134211348
43428162,4.470643761145311
43428163,1.1369965608538735
43428164,5.477119002003278
43428165,0.07836389784928599
43428166,-3.6227354598101016
43428167,2.4923049463067315
43428168,-3.015192064590721
43428169,
43419834,3.4250662127224274
43419835,0.6576159492763054
43419836,3.317421892657052
43419837,-2.596101871199096
43419838,-0.3359703081839456
43419839,3.284230433037905
43419840,0.7061669085887559
43419841,0.856213428709296
43419842,
43419843,2.720951699705026
43423761,5.036938811951757
43423762,
43423763,8.289490102934835
43423764,1.9825290010660552
43423765,2.8722827138503106
43423766,6.260472417459084
37009219,-13.171313861079113
37009220,-11.195101898081106
37009221,-8.325494694740357
37009222,-20.626355438200676
37009223,-12.479826327357017
37009224,-9.763723646007037
37009225,-7.613619375029856
37009226,
37009227,-6.728626820256935
37009228,-11.266569976990581
43428788,3.66540584805076
43428789,-0.808746774107501
43428790,-1.7332173844003194
43428791,1.509445676911156
43428792,1.8540988300606216
43428793,-2.2779948548483944
43428794,
43428795,-0.9898569937815864
43423917,
43423918,-5.607930579997586
43423919,-6.069925331200949
43423920,-8.667534423824165
43423921,-1.4966092421503134
43423922,-7.808081448258378
43423923,-9.190183319483083
43423924,-3.3708161382445923
43423925,-8.152102037549483
43423926,-6.193435825231674
43422115,-1.3486753891546357
43422116,
43422117,0.3801270748859338
43422118,-1.2100950919938782
43422119,0.45216454893818536
43422120,-3.1651870804545297
43422121,-2.9617427099634597
43422122,-2.5446565714435394
43422123,0.2603532887617064
43431978,-0.36502841423877896
43431979,
43431983,1.768692017043108
43431984,2.984665811602298
43431985,-2.35180146325321
36988621,-3.694922263052547
36988622,
36988623,-2.782079134891859
36988624,-2.7373292115555046
36988625,-3.713597282894881
36988626,-4.276910793613041
36988627,-4.9289844005684245
36988628,-2.8343716294951378
36988629,-13.26149855952653
36984597,1.7242795103731794
36984598,
36984599,-2.1781962327116844
36984600,-11.479561346329973
36984601,-6.449104975122225
36984602,2.141385666971729
36984603,-5.888369081694094
36984604,-4.144152039806755
36980240,
36980241,1.529415864753652
36980242,2.2281931688067615
36980243,2.3297122529988137
36998818,-1.24005665447263
36998819,0.871025178685759
36998820,0.0738173790652965
36998821,
36955226,-1.2273335627415136
36955227,0.7275817770693358
36955228,-0.32839501456392384
36955229,-0.9569736797108881
36955230,-0.037930093766622264
36955231,-0.334498395162349
36955232,-0.1230103966818028
36955233,
36994250,-1.07300001971511
36994251,4.107830268581928
36994252,-0.4095344298609547
36994253,-3.4251545576960822
36994254,-2.530132186216804
36994255,
36994256,1.4280584192532544
36994257,0.43717203194162835
36994258,-1.0982622962725515
36966099,0.7215169183430294
36966100,4.470498586821874
36966101,-5.296308573593887
36966102,6.109973766440584
36966103,-5.014034626434909
36966104,
36966105,4.118313615949303
36966106,1.4753152525296311
36993035,-0.39670110218096966
36993036,-2.5946443674956754
36993037,-1.140571490726245
36993038,1.5361671370842203
36993039,
36993040,-2.7363474086296833
36993041,-2.295339023135085
36963885,-1.2380796399764975
36963886,-0.17104013772266313
36963887,-0.00011319503460072156
36963888,-2.283885328386461
36963889,-2.49746305552479
36963890,-2.2841355607917393
36963891,-1.7552216746935798
36963892,
36963893,-1.591081463743123
43427885,-5.470288936799818
43427886,
43427887,-1.365494173779993
43427888,-6.783421351292091
43427889,-4.7222836645058095
43427890,-5.971095487708965
43427891,-4.428733612429667
43427892,-0.887833030125492
43427893,1.8090399132379815
43419220,1.4573337132448572
43419221,
43419222,-1.8048275627723172
43419223,2.887397492582288
43419224,2.4251700238502423
43419225,0.6686041665145268
43419226,-2.0153061062200237
43419227,0.32040661596045794
43419228,-1.2081739761815342
43430322,
43430325,1.1762100210290072
43430326,-1.2051530144877702
36983979,
36983980,-3.4030233686679168
36983981,-4.474538379023343
36983982,-4.992561757629492
36983983,-4.689042333815639
36983984,-4.989768625921354
36983985,-6.182917296557736
36983986,-5.202132572813294
36996911,2.917875688679107
36996912,2.7348889417720716
36996913,0.1434389779622176
36996914,
36996915,0.09149093235256878
36996916,0.24828316434808784
36996917,-0.07884338657066614
36996918,0.4788509438876787
36982895,-2.5821467957989057
36982896,-0.8103015286462494
36982897,-0.8154571609112793
36982898,
36982899,-2.4715866959688384
36982900,-1.8834898917722143
36982901,3.7235299639644808
43423241,-11.484551597916969
43423242,-5.18974055258095
43423243,-3.092969225988142
43423244,-1.785372321880935
43423245,-8.543731240733642
43423246,-9.534521519927296
43423247,
43423248,-10.645931116958565
43423249,-7.780488894804073
43423250,-8.956847301894435
36998465,-1.3845125757047754
36998466,0.322940294641171
36998467,
36998468,-2.328180244715277
36998469,-1.8239388386553088
36998470,-0.6605315974464716
36998471,0.3289637670316168
36998472,2.5210425275925274
36998473,-2.2790049867349538
36986622,-1.1177557235545734
36986623,-2.873282937519477
36986624,0.06574649066372729
36986625,0.8506751146233285
36986626,-1.7621452217024398
36986627,1.0790926984707738
36986628,
36986629,-1.763318016309448
36986630,-0.09220902620221239
43418866,-11.163693110452726
43418867,-4.068141817416247
43418868,-10.94600114210931
43418869,
43418870,-11.643639303423285
43418871,-6.508004592429714
43418872,-7.125211585997121
43418873,-7.738210446240899
43418874,-13.847703466746054
36966605,-4.746161165824418
36966606,-1.9858617735282138
36966607,
36966608,-3.0752037261631386
36966609,-3.962468078207678
36966610,-5.665689060269386
36966611,-3.501643321937138
36966612,-4.592875049321819
36968751,-3.3838665480126764
36968752,-6.6675879175629404
36968753,-4.964259224246305
36968754,
36968755,-2.7053113265240967
36968756,-3.679009306125252
36968757,-3.0166907372438345
36968758,-5.805924238238589
36977703,-1.1679669830339101
36977704,-1.5848702346061447
36977705,-0.7038333227322102
36977706,
36977707,0.30472968808417633
36977708,-1.09450790562685
36977709,-1.1054288333523505
36977710,-1.4957634190399745
36977711,1.81735573121947
36985445,-1.0074636647000546
36985446,-0.7968771978023312
36985447,0.808678676600266
36985448,1.0701544671051124
36985449,1.1129190483451339
36985450,-0.7971415304444065
36985451,-1.1248232153933202
36985452,-0.7972157088608753
36985453,1.0692474182764045
36985454,
36980527,-1.844397313592367
36980528,-0.14693066866896487
36980529,0.9474158618372783
36980530,
36980531,-0.0943316046945668
36980532,0.008041231711146679
36980533,-0.8178985577163118
36980534,-0.5252889169151658
36964174,2.6736539300438054
36964175,2.9620321006545396
36964176,-0.2556499706941935
36964177,-2.5992178164473927
36964178,3.6914702232398895
36964179,2.4132559131889906
36964180,
36964181,3.354084056875294
36963221,0.5363889241739068
36963222,-1.5473503073339225
36963223,-3.728393159362496
36963224,0.8723357664207212
36963225,
36963226,-0.3576853790830681
36963227,0.23649870548857965
36963228,1.1744984350762673
36963229,-0.8442527726404423
36963230,-5.4841392432432325
36959361,0.34966810563707895
36959362,2.0459830680310276
36959363,-0.7093165174301816
36959364,1.2382810693841577
36959365,-1.0192517031592558
36959366,0.3214529143921325
36959367,
36959368,-3.983852173473963
36959369,-3.013958463434065
36986751,
36986752,-5.06081222872055
36986753,-4.4465188452144275
36986754,-6.151677031845168
36986755,-5.207754860507748
36986756,-4.015011622973546
36986757,-5.425262047519041
36986758,-3.0077136772275708
36986759,-5.092557901781589
36986760,-6.669589502283799
43429821,3.881085615852271
43429823,
43429824,4.913624181224684
43429826,-0.8689381456935905
43429827,6.497322128359272
43429829,0.9651536810037129
43421732,-4.011130096760528
43421733,-8.235429455685493
43421734,0.008366085259750022
43421735,-7.139525439863515
43421736,
43421737,-7.5338347597666075
43421738,-1.497544873205669
43421739,-6.2650467577367355
43421740,-4.208372595022729
36997101,-4.701760020245246
36997102,-1.714139593115931
36997103,-4.742376290021042
36997104,1.3121318416983172
36997105,-1.0129017336940649
36997106,-1.4739066111623345
36997107,-4.480934723342216
36997108,0.2642317166558712
36997109,
36994673,
36994674,-2.5863119166947968
36994675,0.5895461503115484
36994676,-4.605537415666703
36994677,2.7882800714268683
36994678,-3.732319551475598
36994679,3.9257478259592347
36994680,1.7464575929887758
36994681,-1.8666254681558314
36994682,-5.777315911271785
43427427,0.34573158966220774
43427428,-0.0700553505950694
43427429,-4.335831403306827
43427430,
43427431,-2.7583431805128384
43427432,-1.0874026240498011
43427433,0.8165833394725723
43427434,1.3587164961890466
43427435,2.736756271391286
43427436,0.587058925601383
43424705,2.2083530062116505
43424706,-1.9761529737854584
43424707,-0.3274668361758497
43424708,-7.049678772436426
43424709,-1.0237550397232997
43424710,
43424711,3.1693379970404205
43424712,-1.6785012658202287
43424713,-1.3927509115266563
43420914,-6.814486697581771
43420915,-9.257310207674571
43420916,-4.962926662198708
43420917,0.6736468867564289
43420918,-4.962868158893975
43420919,-13.823178456735018
43420920,-3.2205365575753895
43420921,-1.7097440196192881
43420922,
43420923,-3.0959387594832375
36983493,0.43378345568120835
36983494,-1.5235997396627567
36983495,1.7318956984931901
36983496,-0.6449159090435614
36983497,-0.10171929152937764
36983498,-6.60978249319561
36983499,-2.071064541183432
36983500,
36983501,-3.45079893871889
43429796,-1.1838679493064745
43429797,
43429801,-3.5172787000723957
43429802,-5.15725933667045
43429803,-1.8252590476518833
36958727,-0.3418111434327429
36958728,0.8929320227615989
36958729,-4.9889457847164564
36958730,-9.410437306966479
36958731,-0.6310516851259536
36958732,
36958733,-0.39239260874484216
36958734,-0.24137451147347377
36958735,-0.5240965419201089
43421070,-4.873209608815287
43421071,-1.071164019567945
43421072,-5.279096757781659
43421073,-10.406625159937846
43421074,
43421075,-6.435192158255248
43421076,-12.811544004914552
43421077,-9.809571636194647
43425217,-9.629253526536814
43425218,-7.154155153611384
43425219,1.0677986535036013
43425220,0.005418165207814241
43425221,-4.54566378705897
43425222,-3.398846657812612
43425223,
43425224,-1.8764149973290785
36974059,
36974060,1.6780757984342642
36974061,-1.1850619103503561
36974062,4.940513180415621
36974063,4.503013437601851
36974064,1.6364001068425011
36974065,-0.030847891632532765
36974066,1.5562876794254095
36974067,1.2605841851277972
36956589,0.011755347851632791
36956590,1.3687233325595116
36956591,1.0362814009029506
36956592,-0.5477520535266223
36956593,-0.5981616578016613
36956594,1.0470724275220853
36956595,-2.2106601871232243
36956596,-1.9721385295025797
36956597,-3.8178183199387377
36956598,
36979458,0.6781006829147174
36979459,
36979460,-0.715897979566801
36979461,1.1475565232918843
36979462,-1.6725561904517168
36979463,-2.423081281156425
36979464,0.08108309154616933
36979465,-1.3827929772759173
36996131,1.1429884087533164
36996132,-5.5384247087849054
36996133,-4.74960747452926
36996134,-1.3605539770135806
36996135,0.8800528689444427
36996136,
36996137,0.30753605710718723
43422788,-2.585503629347894
43422789,-3.9144083638945055
43422790,-2.9996873331420026
43422791,1.4132729134435955
43422792,-4.5360103408813295
43422793,-5.903320719895355
43422794,-1.4199653484903259
43422795,
36964869,0.865868131944282
36964870,-0.8677208131943317
36964871,
36964872,2.2518665492485894
36964873,0.5123664363364213
36964874,2.4259210017307353
36964875,2.0303708498063813
36964876,1.033198254488255
36964877,0.13559114109505543
36964878,0.3586038083091623
36972291,-2.609823277835366
36972292,-1.4811310291064235
36972293,-8.433482310639848
36972294,-1.5056090077212811
36972295,-1.2571849741677532
36972296,-2.5201419602240342
36972297,
36972298,-0.5400260373298078
36961327,5.840791465169005
36961328,2.9348944107854464
36961329,0.8310622108164836
36961330,0.28437025665066074
36961331,6.145469196010907
36961332,4.065819812027826
36961333,0.49838970255342474
36961334,
36961335,0.6486358836846762
36977295,0.3244935577447592
36977296,-1.0390623830053975
36977297,-3.4968363381171876
36977298,
36977299,-1.9923670479098696
36977300,-1.5663361255416284
36977301,-0.8107860578602661
36977302,-1.2140262240991788
36977303,-4.3148236004264895
36977304,-3.9508567297322834
36995952,-3.3641542485396414
36995953,-3.558300822177209
36995954,-3.8118690519446545
36995955,-3.1106172531731744
36995956,-2.8450369419546693
36995957,-3.5573838815371293
36995958,-4.037304178953308
36995959,
36995960,-3.0304486883843333
36973982,1.751581896307684
36973983,3.9295803379318954
36973984,5.503482764197599
36973985,1.2882614142278612
36973986,1.150152773235419
36973987,
36973988,3.776046595193975
43427475,
43427476,0.41598175196810416
43427477,-0.129160460535104
43427478,-3.1183461780315724
43427479,-1.7255973467197805
43427480,-2.1458770073342066
43427481,-1.0377378980884941
43427482,-1.4465812130766835
43426343,-3.701865828546147
43426344,5.274600763907387
43426345,-1.8561205802118934
43426346,-6.187263901521135
